"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"green_f9","Green Creek","gs_elev","Elevation","25.103","MCM","WGS84","mean sea level","","","",""
"green_f9","Green Creek","gs_lat","Latitude","-77.624097","MCM","WGS84","mean sea level","","","",""
"green_f9","Green Creek","gs_long","Longitude","163.059748","MCM","WGS84","mean sea level","","","",""
"harnish_f7","Harnish Creek (F7)","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"harnish_f7","Harnish Creek (F7)","gs_lat","Latitude","-77.608333","MCM","WGS84","mean sea level","","","",""
"harnish_f7","Harnish Creek (F7)","gs_long","Longitude","163.232778","MCM","WGS84","mean sea level","","","",""
"HODM","Howard Glacier","ms_elev","Elevation","472.49","MCM","WGS84","mean sea level","","","",""
"HODM","Howard Glacier","ms_lat","Latitude","-77.6715","MCM","WGS84","mean sea level","","","",""
"HODM","Howard Glacier","ms_long","Longitude","163.0791","MCM","WGS84","mean sea level","","","",""
"HOEM","Lake Hoare","ms_elev","Elevation","77.10","MCM","WGS84","mean sea level","","","",""
"HOEM","Lake Hoare","ms_lat","Latitude","-77.0242","MCM","WGS84","mean sea level","","","",""
"HOEM","Lake Hoare","ms_long","Longitude","162.9004","MCM","WGS84","mean sea level","","","",""
"house_h2","House Stream","gs_elev","Elevation","80.867","MCM","WGS84","mean sea level","","","",""
"house_h2","House Stream","gs_lat","Latitude","-77.642985","MCM","WGS84","mean sea level","","","",""
"house_h2","House Stream","gs_long","Longitude","162.741319","MCM","WGS84","mean sea level","","","",""
"huey_f2","Huey Creak","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"huey_f2","Huey Creak","gs_lat","Latitude","-77.604893","MCM","WGS84","mean sea level","","","",""
"huey_f2","Huey Creak","gs_long","Longitude","163.127411","MCM","WGS84","mean sea level","","","",""
"lawson_b3","Lawson Creek","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"lawson_b3","Lawson Creek","gs_lat","Latitude","","MCM","WGS84","mean sea level","","","",""
"lawson_b3","Lawson Creek","gs_long","Longitude","","MCM","WGS84","mean sea level","","","",""
"lostsl_f3","Lost Seal Stream","gs_elev","Elevation","24.78932","MCM","WGS84","mean sea level","","","",""
"lostsl_f3","Lost Seal Stream","gs_lat","Latitude","-77.595266","MCM","WGS84","mean sea level","","","",""
"lostsl_f3","Lost Seal Stream","gs_long","Longitude","163.244395","MCM","WGS84","mean sea level","","","",""
"onyx_lw","Onyx at Lower Wright","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"onyx_lw","Onyx at Lower Wright","gs_lat","Latitude","","MCM","WGS84","mean sea level","","","",""
"onyx_lw","Onyx at Lower Wright","gs_long","Longitude","","MCM","WGS84","mean sea level","","","",""
"onyx_vnda","Onyx River at Vanda","gs_elev","Elevation","100.79318","MCM","WGS84","mean sea level","","","",""
"onyx_vnda","Onyx River at Vanda","gs_lat","Latitude","-77.523432","MCM","WGS84","mean sea level","","","",""
"onyx_vnda","Onyx River at Vanda","gs_long","Longitude","161.696625","MCM","WGS84","mean sea level","","","",""
"priscu_b1","Priscu Stream","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"priscu_b1","Priscu Stream","gs_lat","Latitude","-77.7000000","MCM","WGS84","mean sea level","","","",""
"priscu_b1","Priscu Stream","gs_long","Longitude","162.534722","MCM","WGS84","mean sea level","","","",""
"santafe_b2","Santa Fe Stream","gs_elev","Elevation","","MCM","WGS84","mean sea level","","","",""
"santafe_b2","Santa Fe Stream","gs_lat","Latitude","-77.723056","MCM","WGS84","mean sea level","","","",""
"santafe_b2","Santa Fe Stream","gs_long","Longitude","162.266667","MCM","WGS84","mean sea level","","","",""
"TARM","Taylor Glacier","ms_elev","Elevation","334.13","MCM","WGS84","mean sea level","","","",""
"TARM","Taylor Glacier","ms_lat","Latitude","-77.7402","MCM","WGS84","mean sea level","","","",""
"TARM","Taylor Glacier","ms_long","Longitude","162.1284","MCM","WGS84","mean sea level","","","",""
"VAAM","Lake Vanda","ms_elev","Elevation","296.10","MCM","WGS84","mean sea level","","","",""
"VAAM","Lake Vanda","ms_lat","Latitude","-77.5233","MCM","WGS84","mean sea level","","","",""
"VAAM","Lake Vanda","ms_long","Longitude","161.0114","MCM","WGS84","mean sea level","","","",""
"vguer_f6","Von Guerard Stream","gs_elev","Elevation","18.510","MCM","WGS84","mean sea level","","","",""
"vguer_f6","Von Guerard Stream","gs_lat","Latitude","-77.608228","MCM","WGS84","mean sea level","","","",""
"vguer_f6","Von Guerard Stream","gs_long","Longitude","163.253605","MCM","WGS84","mean sea level","","","",""
"VIAM","Lake Vida","ms_elev","Elevation","351.03","MCM","WGS84","mean sea level","","","",""
"VIAM","Lake Vida","ms_lat","Latitude","-77.3778","MCM","WGS84","mean sea level","","","",""
"VIAM","Lake Vida","ms_long","Longitude","161.8006","MCM","WGS84","mean sea level","","","",""
