"res_site_id","site_id","descriptor_type_id","descriptor_value","last_update"
"7","6","4","","2011-09-21T09:30:32.403Z"
"7","6","5","","2011-09-21T09:30:32.403Z"
"7","6","6","http://www.cedarcreek.umn.edu/research/weather/","2011-09-21T09:30:32.386Z"
"7","6","188","45.44273","2011-09-21T09:30:32.386Z"
"7","6","189","-93.22530","2011-09-21T09:30:32.386Z"
"7","6","190","45.38520","2011-09-21T09:30:32.386Z"
"7","6","191","-93.16266","2011-09-21T09:30:32.403Z"
"7","6","230","http://www.cedarcreek.umn.edu/weather/climdb/climdb.txt","2011-09-21T09:30:32.386Z"
"7","6","231","","2011-09-21T09:30:32.403Z"
"7","6","232","http://gce-lter.marsci.uga.edu/harvest/usgs/cdr_lter.txt","2011-09-21T09:30:32.403Z"
"7","6","233","http://www.cedarcreek.umn.edu","2011-09-21T09:30:32.386Z"
"8","7","2","Climate Data:
Swift, Lloyd W., Jr.; Ragsdale, Harvey L. 1985. Meteorological data stations at long-term ecological research sites. The forest atmosphere interaction: proceedings of the forest environment measurements conference. 1983 October 23-28. Oak Ridge, TN. D. Reidel Publishing Company, Oak Ridge, TN.
Long-Term Ecological Research (LTER) sites have been designated in eleven ecosystems under the auspices of the National Science Foundation. Meteorological observations are part of the needed baseline data. An early accomplishment of this coordinated research program is a standard for LTER meteorological stations. National goals of the LTER program and the research objectives at each site are related in this report to specific needs for meteorological data that defined the concept and structure of the station standards. Each meteorological station must serve two purposes, support ongoing research at the site and provide climatic data for long-term studies and inter-site comparisons. The recommended standard is flexible. It establishes a core level of participation yet allows for considerable variation in data requirements of different ecosystems.
http://coweeta.uga.edu/publications/401.pdf

Swift, L. W., Jr.; Cunningham, G. B. 1986. Routines for collecting and summarizing hydrometeorological data at Coweeta Hydrologic Laboratory. Research Data Management in the Ecological Sciences. 1984 November 4-6. Hobcaw Barony, Georgetown, SC. University of South Carolina Press.
Continuous records of streamflow, precipitation, and other meteorological variables began at Coweeta in 1934. Since then, data collection, processing, and archiving have changed from tedious manual techniques to computerized methods that have significantly increased accuracy and availability of information. Methods developed at Coweeta have been adopted and applied by national and international research groups. This paper reviews the concepts and procedures developed to collect, edit, and reference for users of these data.
http://coweeta.uga.edu/publications/398.pdf

Swift, L. W., Jr.; Cunningham, G. B.; Douglass, J. E. 1988. Climatology and hydrology. Pages 33-55 in Swank, W. T.; Crossley, D. A., Jr., editor. Forest hydrology and ecology at Coweeta. ecological Studies, vol. 66. Springer-Verlag, New York.
Streamflow from an undisturbed forested watershed is the net result of the physiology of the catchment and its climate. In early reports on the research in the southern Appalachian Mountains, Hursh championed studies to describe and develop understanding of climate, precipitation, soils, and topography of these mountains and how they interact with forest vegetation to produce streamflow. The state of knowledge of climate and streamflow in the Coweeta Basin and understanding of interactions with topography and vegetation are subjects of this chapter.
http://coweeta.uga.edu/publications/393.pdf

Flow Data:
Swank, W.T., Crossley, D.A., Jr. eds. 1988. Forest hydrology and ecology at Coweeta. Ecological Studies, vol.66. New York: Springer-Verlag. 469 p.
http://coweeta.uga.edu/publications/425_1.pdf

Hibbert, Alden R.; Cunningham, G.B. 1966. Streamflow data processing opportunities and application. In: Jopper, W.B. and Lull, H.W. ed., Forest Hydrology; Proceedings of International Symp., Pergamon Press, N.Y. pp. 725-736.
http://coweeta.uga.edu/publications/841.pdf

Swift, L.W. Jr.; Cunningham, G.B. 1986. Routines for collecting and summarizing hydrometeorological data at Coweeta Hydrologic Laboratory. In: Michener, William K., ed. Research data management in the ecological sciences; 1984 Nov. 4-6; Hobcaw Barony, Georgetown, S.C. Univ. of South Carolina Press: 301-320.
http://coweeta.uga.edu/publications/398.pdf

Other:
Kloeppel, B.D., B.D. Clinton, J.M. Vose, and A.R. Cooper. 2003. Drought impacts on tree growth and mortality of southern Appalachian forests. Chapter 3 in D. Greenland, D. Goodin, and R. Smith, editors. Climate Variability and Ecosystem Response at Long-Term Ecological Research Sites. Pp. 43-55. Oxford University Press, New York. 459 pp.
http://coweeta.uga.edu/publications/2011.pdf


For further metadata, see also;
http://coweeta.uga.edu/summaries/summary1011_b.html
http://coweeta.uga.edu/summaries/summary3033_b.html
http://coweeta.uga.edu/summaries/summary3034_b.html


Swift, Lloyd W., Jr.; Ragsdale, Harvey L. 1985. Meteorological data stations at long-term ecological research sites. The forest atmosphere interaction: proceedings of the forest environment measurements conference. 1983 October 23-28. Oak Ridge, TN. D. Reidel Publishing Company, Oak Ridge, TN.
Long-Term Ecological Research (LTER) sites have been designated in eleven ecosystems under the auspices of the National Science Foundation. Meteorological observations are part of the needed baseline data. An early accomplishment of this coordinated research program is a standard for LTER meteorological stations. National goals of the LTER program and the research objectives at each site are related in this report to specific needs for meteorological data that defined the concept and structure of the station standards. Each meteorological station must serve two purposes, support ongoing research at the site and provide climatic data for long-term studies and inter-site comparisons. The recommended standard is flexible. It establishes a core level of participation yet allows for considerable variation in data requirements of different ecosystems.

Swift, L. W., Jr.; Cunningham, G. B. 1986. Routines for collecting and summarizing hydrometeorological data at Coweeta Hydrologic Laboratory. Research Data Management in the Ecological Sciences. 1984 November 4-6. Hobcaw Barony, Georgetown, SC. University of South Carolina Press.
Continuous records of streamflow, precipitation, and other meteorological variables began at Coweeta in 1934. Since then, data collection, processing, and archiving have changed from tedious manual techniques to computerized methods that have significantly increased accuracy and availability of information. Methods developed at Coweeta have been adopted and applied by national and international research groups. This paper reviews the concepts and procedures developed to collect, edit, and reference for users of these data.

Swift, L. W., Jr.; Cunningham, G. B.; Douglass, J. E. 1988. Climatology and hydrology. Pages 33-55 in Swank, W. T.; Crossley, D. A., Jr., editor. Forest hydrology and ecology at Coweeta. ecological Studies, vol. 66. Springer-Verlag, New York.
Streamflow from an undisturbed forested watershed is the net result of the physiology of the catchment and its climate. In early reports on the research in the southern Appalachian Mountains, Hursh championed studies to describe and develop understanding of climate, precipitation, soils, and topography of these mountains and how they interact with forest vegetation to produce streamflow. The state of knowledge of climate and streamflow in the Coweeta Basin and understanding of interactions with topography and vegetation are subjects of this chapter.


Swift, L.W., Jr.; Cunningham, G.B. 1986.  Routines for collecting and summarizing hydrometeorological data at Coweeta Hydrologic Laboratory.  In:  Michener, William K., ed. Research data management in the ecological sciences; 1984 Nov. 4-6; Hobcaw Barony, Georgetown, SC Univ. of South Carolina Press: 301-320.
http://cwt33.ecology.uga.edu/publications/398.pdf


Hibbert, Alden R.; Cunningham, B.B. 1966.  Streamflow data processing opportunities and applications.  In: Jopper, W.B. and Lull, H.W. ed., Forest Hydrology; Proceedings of International Symp. Pp 725-736., Pergamon Press, N.Y.
http://cwt33.ecology.uga.edu/publications/841.pdf","2009-10-15T09:04:27.963Z"
"8","7","3","http://coweeta.uga.edu","2009-10-15T09:04:27.980Z"
"8","7","4","Climate:
Observations were made twice a day at 0800 and 1700 through 1957. Beginning in 1958, observations were made at 0900 Eastern Standard Time only. Since March 1968, observations have been made at 0800 EST. All observations of air temperature are made with Hg thermometers and are currently backed up by both replicating chart recorders and electronic data logger observations. Daily maximum temperature observations are recorded as the previous days maximum temperature. When direct observations are not made on holidays and weekends, values are extracted from the chart recorder. Precipitation at CS01 is observed daily whereas precipitation at the high elevation site is observed weekly. Week long totals and weekend/holiday totals are separated into daily amounts using adjacent weighing/recording rain gages. Global solar radiation began in July 1960. Radiation is sensed by an Eppley Pyrheliometer and recorded on a Campbell data logger. Some evaporation measurements at CS01 have been made using National Weather Service class A type pans. However, data reported here are derived from a buried pan 36 inches in diameter and 18 inches deep, providing a more representative climatic norm for evaporation.

Flow:
Discharge for WS18 is measured with a 120 degree sharp crested weir. The weir blade is installed in a concrete wall that serves as a broad-crested weir for flows over 3 feet. The first record was collected on July 3, 1936 using Stevens L-Type chart recorder. The recorder was changed to an FW-1 January 6, 1955, upgraded to Fisher-Porter Analog to Digital punched tape recorder on September 3, 1964, and to the current Stevens Type A/E Logger, Model 8901 on November 9, 1994.","2009-10-15T09:04:27.980Z"
"8","7","5","http://coweeta.uga.edu/ecology/cbase.html","2009-10-15T09:04:27.980Z"
"8","7","6","http://coweeta.uga.edu/summaries/summary1011_b.html","2009-10-15T09:04:27.963Z"
"8","7","188","35.074186","2009-10-15T09:04:27.963Z"
"8","7","189","-83.478924","2009-10-15T09:04:27.963Z"
"8","7","190","35.026968","2009-10-15T09:04:27.963Z"
"8","7","191","-83.420910","2009-10-15T09:04:27.980Z"
"8","7","230","http://coweetagis.anthro.uga.edu/climdb/climdb.txt","2009-10-15T09:04:27.980Z"
"8","7","231","http://coweetagis.anthro.uga.edu/climdb/hydrodb.txt","2009-10-15T09:04:27.980Z"
"8","7","232","http://gce-lter.marsci.uga.edu/harvest/usgs/cwt_lter.txt","2009-10-15T09:04:27.980Z"
"8","7","233","http://coweeta.uga.edu/","2009-10-15T09:04:27.963Z"
"9","8","2","Twenty-five manuscripts on the Entiat Experimental Forest were published after the 1970 fire.  Following are abstracts of these papers.

Bowles, David S.; Riley, Paul J.; Shih, George B.  An Application of the Utah State University Watershed Simulation Model To The Entiat Experimental Watershed, Washington State.  Utah Water Research Laboratory, College of Engineering, Utah State University, Logan, Utah.  October 1975; PRWG126-1.
To study the effects of a forest fire on runoff characteristics, the Utah State University Watershed Simulation Model (USUWSM) was applied to three small drainage areas  in the Entiat Experimental Forest, located within the Wenatchee National Forest of central Washington.

Pamplet.  1975.  Operation Pheniox.
Summarizes the efforts of scientists at the Forest Hydrology Laboratory in Wenatchee, Washington, after the 1970 wildfire in the Entiat Experimental Forest.  Focus changed from harvest effects on water yield and temperature to effects of wildfire and salvage logging.

Berndt, H. W. 1971.  Early effects of forest fire on streamflow characteristics.  Portland, OR:  Pacific Northwest Forest and Range Experimental Station; PNW-RN-148.  9p.
A comparison of streamflow records from three small mountain streams in north-central Washington before, during and after a severe forest fire showed three immediate effects of destructive burning: 1) flow rate was greatly reduced while the fire was actively burning,  2)  destruction of vegetation in the riparian zone reduced diurnal oscillation of flow rates, and 3)  flow rates quickly increased to points above protracted normal depletion rates but to varying degrees.  No drastic immediate change in stream temperature was noted.

Fowler, W. B.; Tiedemann, A. R. 1980.  Phenological relationships of Spiraea betulifolia Pall. And Apocynum androsaemifolium L.  Northwest Science. 54(1): 17-25.
The phenology of two widespread understory species was examined at three elevations during two seasons, 1972 and 1973.  Occurrence of several identified phonological phases related well to the accumulated temperature at the site but poorly to calendar date or soil moisture content.  Phenological phases of transplant stock form high to low elevation and the reverse followed native plants at the site in the case of Spiraea, but were seemingly insensitive to local control in the high to low transplants of Apocynum.

Fowler, W. B.; Anderson, T. D.; Helvey, J. D. 1988.  Changes in water quality and climate after forest harvest in central Washington State.  Portland, OR:  Pacific Northwest Research Station; PNW-RP-388.  12p.
Chemical output of nitrate, calcium, magnesium, sodium, potassium and organic nitrogen were determined on a grams-per-hectare-per-day basis for five treatment watersheds and a control watershed.  Water samples were collected from April to October during 3 pretreatment and 3 posttreatment years (1978 to 1983).  Except for increased calcium and sodium in several streams, regression equations comparing treatment with control showed no significant difference for pretreatment and posttreatment output.  Output generally declined in the posttreatment years.  Cyclic changes in output from these and other streams in the eastern Cascade Range in Washington appeared to occur regardless of treatment and were probably related to precipitation. Mean maximum air temperature increased during the post-treatment period in all the small watersheds, but stream temperatures were relatively unaffected.

Helvey, J. D.  1972.  First-year effects of wildfire on water yield and stream temperature in north-central Washington.  Proceedings, National Symposium on Watersheds in Transition.  American Water Resources Association:  308-312
Flow was measured from three forested watersheds, each containing about 2 square miles of drainage area, for 9 years before a severe wildfire destroyed the vegetation.  Flow records from two larger streams were used as control data for determining 1st-year effects of the fire on water yield and stream temperature.  Water yield increases, which ranged from 2.7 to 4.1 inches and averaged 3.5 inches, apparently came during snowmelt and during the summer months.  During late summer when streams were exposed to direct insolation, maximum daily stream temperature was increased by as much as 10° F.  No temperature changes were detected during the winter when stream channels were covered with snow.

Helvey, J. D. 1974.  Watershed behavior after forest fire in Washington.  Proceedings of the Irrigation and Drainage Division Specialty Conference;  Fort Collins, CO.  American Society of Civil Engineers:  403-422.
Fire burns many acres of valuable forested land in the West almost every year.  One of the worst years on record was 1970, when more than 120,000 acres (485.6 km²) in north-central Washington alone were burned over.  Included in this area was the Entiat Experimental Forest, where hydrologic measurements began in 1959.  Although the fire on the experimental area caused considerable loss to planned research, it has provided a unique opportunity to evaluate some effects of deforestation on the water resource and other watershed values.  The effects of the fire on water yield and on stream temperatures during the first post-fire year have been reportes.  The objectives of this paper are to review the first year results, to add recent findings on water yields, and to present information on soil movement and channel cutting since the fire.

Helvey, J. D.;  Tiedemann, A. R.;  Fowler, W. B.  1976.  Some climatic and hydrologic effects wildfire in Washington State.  Proceedings, Annual Tall Timbers Fire Ecology Conference No. 15;  Portland, OR.  Tallahassee, FL:  Tall Timbers Research Station:  201-222.
Before the fire on the Entiat Experimental Forest in August 1970, one main objective of research on the Forest was to document changes in quantity, quality and timing of runoff after timber harvest.  The present objective is to determine changes in these hydrologic values after wildfire.  Instead of planned reduction of vegetation by logging, which was to involve no more than one-third of each watershed at one time, practically all the vegetation of the three watershed on the Forest was destroyed within a few hours.  For the first time in the Northwest, detailed hydrologic data were available from an area undisturbed by man and probably not burned by wildfire in the past 200 years.  In this paper, we compare pre-fire and post-fire data to determine changes in annual yield, chemistry and temperature of water.  In addition, some information is presented on air and soil temperature changes.  Another symposium paper by Tiedemann and Klock gives a detailed description of the watersheds and fire.

Helvey, J. D.;  Fowler, W. B.;  Klock, G. O.; Tiedemann, A. R.  1976.  Climate and hydrology of the Entiat Experimental Forest watersheds under virgin forest cover.  Portland, OR:  Pacific Northwest Forest and Range Experimental Station; PNW-GTR-42.  18 p.
Climatic and hydrologic measurements were made on three watersheds, each containing approximately 2 square miles (5.18 km²) in drainage area, for 9 years under natural forested conditions.  This paper describes the watersheds with respect to soils and geology, morphology, vegetation, precipitation and other climatic parameters and flow, sediment, temperature and chemistry of streams during this period.

Helvey,  J. D.  1980.  Effects of a north-central Washington wildfire on runoff and sediment production.  Water Resources Bulletin.  16(4):  627-634
Runoff was measured from a 564-ha catchment located on the Entiat Experimental Forest for years before a severe wildfire in 1970 destroyed the mixed conifer vegetation.  Runoff records form the Chelan River (2,393km²) were used as control data for determining changes in water yield during the seven years following the fire.  The first post-fire year was a period of transition in whi","2003-02-11T17:00:06.503Z"
"9","8","3","www.fs.fed.us/pnw/wenlab/entiat_exp_forest/hydrostudy ","2003-02-11T17:00:06.503Z"
"9","8","4"," ","2003-02-11T17:00:06.503Z"
"9","8","5","www.fs.fed.us/pnw/wenlab/entiat_exp_forest/hydromap","2003-02-11T17:00:06.503Z"
"9","8","6"," ","2003-02-11T17:00:06.503Z"
"9","8","188"," ","2003-02-11T17:00:06.503Z"
"9","8","189"," ","2003-02-11T17:00:06.503Z"
"9","8","190"," ","2003-02-11T17:00:06.503Z"
"9","8","191"," ","2003-02-11T17:00:06.503Z"
"9","8","230","                                                                                                                                                                                              ","2003-11-14T15:39:19.346Z"
"9","8","231","                                                                                                                                                                                              ","2003-11-14T15:40:03.033Z"
"9","8","232","http://gce-lter.marsci.uga.edu/harvest/usgs/ent_lter.txt                                                                                                                                      ","2003-11-14T15:40:34.146Z"
"9","8","233","www.fs.fed.us/pnw/wenlab/                                                                                                                   ","2003-12-15T16:28:31.356Z"
"10","39","2"," ","2020-07-22T15:05:23.563Z"
"10","39","3"," ","2020-07-22T15:05:23.563Z"
"10","39","4"," ","2020-07-22T15:05:23.550Z"
"10","39","5"," ","2020-07-22T15:05:23.596Z"
"10","39","6"," ","2020-07-22T15:05:23.550Z"
"10","39","188"," ","2020-07-22T15:05:23.563Z"
"10","39","189"," ","2020-07-22T15:05:23.596Z"
"10","39","190"," ","2020-07-22T15:05:23.563Z"
"10","39","191"," ","2020-07-22T15:05:23.563Z"
"10","39","230","https://fce-lter.fiu.edu/data/climdb/FCE_LTER_Climdb_METdata.txt","2020-07-22T15:05:23.550Z"
"10","39","231"," ","2020-07-22T15:05:23.563Z"
"10","39","232","http://gce-lter.marsci.uga.edu/harvest/usgs/fce_lter.txt","2020-07-22T15:05:23.563Z"
"10","39","233","http://fcelter.fiu.edu/","2020-07-22T15:05:23.596Z"
"11","9","2","http://www.fs.fed.us/ne/parsons/ne4353.htm#publications","2005-03-10T12:23:11.043Z"
"11","9","3","http://www.fs.fed.us/ne/parsons/","2005-03-10T12:23:11.043Z"
"11","9","4","The experimental design consists of paired watershed studies with watershed 4 (WS4) desgnated as the undisturbed control. Manipulated watersheds were calibrated against the control watershed for 6-7 years before treatments were initiated.","2005-03-10T12:23:11.060Z"
"11","9","5","http://www.fs.fed.us/ne/parsons/webdata/images/fef_ws.jpg","2005-03-10T12:23:11.076Z"
"11","9","6","http://www.fs.fed.us/ne/parsons/","2005-03-10T12:23:11.043Z"
"11","9","188","39.07841","2005-03-10T12:23:11.030Z"
"11","9","189","-79.71409","2005-03-10T12:23:11.013Z"
"11","9","190","39.02686","2005-03-10T12:23:11.043Z"
"11","9","191","-79.64276","2005-03-10T12:23:11.060Z"
"11","9","230","http://www.fs.fed.us/ne/parsons/webdata/FERhydro.txt","2005-03-10T12:23:11.060Z"
"11","9","231","http://www.fs.fed.us/ne/parsons/webdata/FERhydro.txt","2005-03-10T12:23:11.060Z"
"11","9","232","http://gce-lter.marsci.uga.edu/harvest/usgs/fer_lter.txt","2005-03-10T12:23:11.076Z"
"11","9","233","http://www.fs.fed.us/ne/parsons","2005-03-10T12:23:11.043Z"
"12","10","2","",""
"12","10","3","",""
"12","10","4","",""
"12","10","5","",""
"12","10","6","",""
"12","10","188","",""
"12","10","189","",""
"12","10","190","",""
"12","10","191","",""
"12","10","230","","2003-11-14T15:39:19.346Z"
"12","10","231","http://www2.srs.fs.fed.us/hydrodb/FlemData.txt                                                                                                                                                ","2003-11-14T15:40:03.033Z"
"12","10","232","http://gce-lter.marsci.uga.edu/harvest/usgs/fle_lter.txt                                                                                                                                      ","2003-11-14T15:40:34.146Z"
"12","10","233","","2003-12-15T16:28:31.356Z"
"13","11","2","  Some publications are available at:
http://www.fs.fed.us/rm/fraser/publications.htm","2003-02-11T17:00:06.503Z"
"13","11","3","http://www.fs.fed.us/rm/fraser/activeresearch.htm","2003-02-11T17:00:06.503Z"
"13","11","4"," ","2003-02-11T17:00:06.503Z"
"13","11","5"," http://www.fs.fed.us/rm/fraser/hydrodb/fefmap.gif","2003-02-11T17:00:06.503Z"
"13","11","6"," ","2003-02-11T17:00:06.503Z"
"13","11","188"," 39.93","2003-02-11T17:00:06.503Z"
"13","11","189"," -105.97","2003-02-11T17:00:06.503Z"
"13","11","190"," 39.82","2003-02-11T17:00:06.503Z"
"13","11","191"," -105.85","2003-02-11T17:00:06.503Z"
"13","11","230","                                                                                                                                                                                              ","2003-11-14T15:39:19.346Z"
"13","11","231","http://www.fs.fed.us/rm/fraser/fraserdata.txt                                                                                                                                                 ","2003-11-14T15:40:03.033Z"
"13","11","232","http://gce-lter.marsci.uga.edu/harvest/usgs/fra_lter.txt                                                                                                                                      ","2003-11-14T15:40:34.146Z"
"13","11","233","http://www.fs.fed.us/rm/fraser/                                                                                                             ","2003-12-15T16:28:31.356Z"
"14","40","2","http://gce-lter.marsci.uga.edu/public/app/biblio_query.asp","2020-07-27T14:01:10.153Z"
"14","40","3"," https://gce-lter.marsci.uga.edu/portal/monitoring_map_hydro.htm","2020-07-27T14:01:10.170Z"
"14","40","4"," ","2020-07-27T14:01:10.140Z"
"14","40","5","http://gce-lter.marsci.uga.edu/portal/monitoring_map_climate.htm","2020-07-27T14:01:10.153Z"
"14","40","6","http://gce-lter.marsci.uga.edu/public/research/mon/climate.htm","2020-07-27T14:01:10.153Z"
"14","40","188","31.563840","2020-07-27T14:01:10.170Z"
"14","40","189","-81.586458","2020-07-27T14:01:10.170Z"
"14","40","190","31.170266","2020-07-27T14:01:10.170Z"
"14","40","191","-81.151037","2020-07-27T14:01:10.170Z"
"14","40","230","http://gce-lter.marsci.uga.edu/harvest/gce_climdb.txt","2020-07-27T14:01:10.170Z"
"14","40","231"," ","2020-07-27T14:01:10.153Z"
"14","40","232","http://gce-lter.marsci.uga.edu/harvest/usgs/gce_lter.txt","2020-07-27T14:01:10.153Z"
"14","40","233","http://gce-lter.marsci.uga.edu/","2020-07-27T14:01:10.140Z"
"15","12","2","","2007-06-12T14:43:00.833Z"
"15","12","3","","2007-06-12T14:43:00.833Z"
"15","12","4","","2007-06-12T14:43:00.850Z"
"15","12","5","","2007-06-12T14:43:00.850Z"
"15","12","6","","2007-06-12T14:43:00.833Z"
"15","12","188","","2007-06-12T14:43:00.820Z"
"15","12","189","","2007-06-12T14:43:00.820Z"
"15","12","190","","2007-06-12T14:43:00.833Z"
"15","12","191","","2007-06-12T14:43:00.833Z"
"15","12","230","","2007-06-12T14:43:00.833Z"
"15","12","231","","2007-06-12T14:43:00.833Z"
"15","12","232","http://gce-lter.marsci.uga.edu/harvest/usgs/gla_lter.txt","2007-06-12T14:43:00.850Z"
"15","12","233","http://www.fs.fed.us/rm/landscapes/Locations/Glees/GLEES.shtml","2007-06-12T14:43:00.833Z"
