"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"11119745","MISSION C A RNP A SANTA BARBARA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11119745","MISSION C A RNP A SANTA BARBARA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11119745","MISSION C A RNP A SANTA BARBARA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11119750","MISSION C NR MISSION ST NR SANTA BARBARA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11119750","MISSION C NR MISSION ST NR SANTA BARBARA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11119750","MISSION C NR MISSION ST NR SANTA BARBARA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11119780","ARROYO BURRO A SANTA BARBARA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11119780","ARROYO BURRO A SANTA BARBARA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11119780","ARROYO BURRO A SANTA BARBARA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11119940","MARIA YGNACIO C A UNIV DR NR GOLETA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11119940","MARIA YGNACIO C A UNIV DR NR GOLETA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11119940","MARIA YGNACIO C A UNIV DR NR GOLETA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11120000","ATASCADERO C NR GOLETA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120000","ATASCADERO C NR GOLETA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11120000","ATASCADERO C NR GOLETA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11120500","SAN JOSE C NR GOLETA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120500","SAN JOSE C NR GOLETA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11120500","SAN JOSE C NR GOLETA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11120510","SAN JOSE C A GOLETA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120510","SAN JOSE C A GOLETA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11120510","SAN JOSE C A GOLETA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11120520","SAN PEDRO C A GOLETA CA","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120520","SAN PEDRO C A GOLETA CA","gs_lat","Latitude","34.44861","SBC","WGS84","mean sea level","","","",""
"11120520","SAN PEDRO C A GOLETA CA","gs_long","Longitude","-119.84028","SBC","WGS84","mean sea level","","","",""
"11120530","TECOLOTITO C NR GOLETA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120530","TECOLOTITO C NR GOLETA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11120530","TECOLOTITO C NR GOLETA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"11120550","GAVIOTA C NR GAVIOTA CA (USGS)","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"11120550","GAVIOTA C NR GAVIOTA CA (USGS)","gs_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"11120550","GAVIOTA C NR GAVIOTA CA (USGS)","gs_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"AB00","Arroyo Burro Creek at Cliff Drive","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"AB00","Arroyo Burro Creek at Cliff Drive","gs_lat","Latitude","34.40505027","SBC","WGS84","mean sea level","","","",""
"AB00","Arroyo Burro Creek at Cliff Drive","gs_long","Longitude","-119.74021","SBC","WGS84","mean sea level","","","",""
"BC02","Bell Canyon Creek at Winchester Canyon Rd","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"BC02","Bell Canyon Creek at Winchester Canyon Rd","gs_lat","Latitude","34.43854","SBC","WGS84","mean sea level","","","",""
"BC02","Bell Canyon Creek at Winchester Canyon Rd","gs_long","Longitude","-119.90563","SBC","WGS84","mean sea level","","","",""
"CP201","Carpinteria at Veddars Ranch","ms_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"CP201","Carpinteria at Veddars Ranch","ms_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"CP201","Carpinteria at Veddars Ranch","ms_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"GV01","Gaviota Creek at Hwy 101 South Rest Stop","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"GV01","Gaviota Creek at Hwy 101 South Rest Stop","gs_lat","Latitude","34.4855","SBC","WGS84","mean sea level","","","",""
"GV01","Gaviota Creek at Hwy 101 South Rest Stop","gs_long","Longitude","-120.22917","SBC","WGS84","mean sea level","","","",""
"GV202","Gaviota at Las Cruces School","ms_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"GV202","Gaviota at Las Cruces School","ms_lat","Latitude","","SBC","WGS84","mean sea level","","","",""
"GV202","Gaviota at Las Cruces School","ms_long","Longitude","","SBC","WGS84","mean sea level","","","",""
"HO00","Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"HO00","Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side","gs_lat","Latitude","34.4752858","SBC","WGS84","mean sea level","","","",""
"HO00","Arroyo Hondo Creek at Hwy 101 Bridge, Upstream Side","gs_long","Longitude","-120.14122","SBC","WGS84","mean sea level","","","",""
"MC00","Mission Creek at Montecito St","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"MC00","Mission Creek at Montecito St","gs_lat","Latitude","34.41307303","SBC","WGS84","mean sea level","","","",""
"MC00","Mission Creek at Montecito St","gs_long","Longitude","-119.69499","SBC","WGS84","mean sea level","","","",""
"RG01","Refugio Creek at Hwy 101","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"RG01","Refugio Creek at Hwy 101","gs_lat","Latitude","34.46573164","SBC","WGS84","mean sea level","","","",""
"RG01","Refugio Creek at Hwy 101","gs_long","Longitude","-120.06932","SBC","WGS84","mean sea level","","","",""
"RS02","Rattlesnake Creek at Las Canoas Rd","gs_elev","Elevation","","SBC","WGS84","mean sea level","","","",""
"RS02","Rattlesnake Creek at Las Canoas Rd","gs_lat","Latitude","34.45761111","SBC","WGS84","mean sea level","","","",""
"RS02","Rattlesnake Creek at Las Canoas Rd","gs_long","Longitude","-119.69222","SBC","WGS84","mean sea level","","","",""
