"res_site_code","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"09510000","VERDE RIVER BLW BARTLETT DAM","gs_lat","Latitude","33.8083","CAP","WGS84","mean sea level","","","",""
"09510000","VERDE RIVER BLW BARTLETT DAM","gs_long","Longitude","-111.6628","CAP","WGS84","mean sea level","","","",""
"09510200","SYCAMORE CREEK","gs_elev","Elevation","536.24","CAP","WGS84","mean sea level","","","",""
"09510200","SYCAMORE CREEK","gs_lat","Latitude","33.6942","CAP","WGS84","mean sea level","","","",""
"09510200","SYCAMORE CREEK","gs_long","Longitude","-111.5411","CAP","WGS84","mean sea level","","","",""
"09511300","VERDE RIVER NR SCOTTSDALE, BELOW SYCAMORE CREEK ","gs_elev","Elevation","402.43 ","CAP","WGS84","mean sea level","","","",""
"09511300","VERDE RIVER NR SCOTTSDALE, BELOW SYCAMORE CREEK ","gs_lat","Latitude","33.5586","CAP","WGS84","mean sea level","","","",""
"09511300","VERDE RIVER NR SCOTTSDALE, BELOW SYCAMORE CREEK ","gs_long","Longitude","-111.6686","CAP","WGS84","mean sea level","","","",""
"1","Tucson","ms_elev","Elevation","713","CAP","WGS84","mean sea level","","","",""
"1","Tucson","ms_lat","Latitude","32.28030","CAP","WGS84","mean sea level","","","",""
"1","Tucson","ms_long","Longitude","-110.94580","CAP","WGS84","mean sea level","","","",""
"10","U of A Citrus Farm","ms_elev","Elevation","407","CAP","WGS84","mean sea level","","","",""
"10","U of A Citrus Farm","ms_lat","Latitude","33.6181","CAP","WGS84","mean sea level","","","",""
"10","U of A Citrus Farm","ms_long","Longitude","-112.4597","CAP","WGS84","mean sea level","","","",""
"11","Litchfield Park","ms_elev","Elevation","309","CAP","WGS84","mean sea level","","","",""
"11","Litchfield Park","ms_lat","Latitude","33.4672","CAP","WGS84","mean sea level","","","",""
"11","Litchfield Park","ms_long","Longitude","-112.3981","CAP","WGS84","mean sea level","","","",""
"12","Phoenix-Greenway","ms_elev","Elevation","401","CAP","WGS84","mean sea level","","","",""
"12","Phoenix-Greenway","ms_lat","Latitude","33.6214","CAP","WGS84","mean sea level","","","",""
"12","Phoenix-Greenway","ms_long","Longitude","-112.1083","CAP","WGS84","mean sea level","","","",""
"13","Marana","ms_elev","Elevation","601","CAP","WGS84","mean sea level","","","",""
"13","Marana","ms_lat","Latitude","32.4611","CAP","WGS84","mean sea level","","","",""
"13","Marana","ms_long","Longitude","-111.2333","CAP","WGS84","mean sea level","","","",""
"14","Yuma North-Gila","ms_elev","Elevation","44","CAP","WGS84","mean sea level","","","",""
"14","Yuma North-Gila","ms_lat","Latitude","32.7353","CAP","WGS84","mean sea level","","","",""
"14","Yuma North-Gila","ms_long","Longitude","-114.5294","CAP","WGS84","mean sea level","","","",""
"15","Phoenix-Encanto","ms_elev","Elevation","335","CAP","WGS84","mean sea level","","","",""
"15","Phoenix-Encanto","ms_lat","Latitude","33.4792","CAP","WGS84","mean sea level","","","",""
"15","Phoenix-Encanto","ms_long","Longitude","-112.0964","CAP","WGS84","mean sea level","","","",""
"16","Eloy","ms_elev","Elevation","461","CAP","WGS84","mean sea level","","","",""
"16","Eloy","ms_lat","Latitude","32.7739","CAP","WGS84","mean sea level","","","",""
"16","Eloy","ms_long","Longitude","-111.5569","CAP","WGS84","mean sea level","","","",""
"17","Dateland","ms_elev","Elevation","163","CAP","WGS84","mean sea level","","","",""
"17","Dateland","ms_lat","Latitude","32.9858","CAP","WGS84","mean sea level","","","",""
"17","Dateland","ms_long","Longitude","-113.4967","CAP","WGS84","mean sea level","","","",""
"18","Scottsdale","ms_elev","Elevation","469","CAP","WGS84","mean sea level","","","",""
"18","Scottsdale","ms_lat","Latitude","33.6431","CAP","WGS84","mean sea level","","","",""
"18","Scottsdale","ms_long","Longitude","-111.9000","CAP","WGS84","mean sea level","","","",""
"19","Paloma","ms_elev","Elevation","219","CAP","WGS84","mean sea level","","","",""
"19","Paloma","ms_lat","Latitude","32.9267","CAP","WGS84","mean sea level","","","",""
"19","Paloma","ms_long","Longitude","-112.8956","CAP","WGS84","mean sea level","","","",""
"2","Yuma Valley
","ms_elev","Elevation","35","CAP","WGS84","mean sea level","","","",""
"2","Yuma Valley
","ms_lat","Latitude","32.71250","CAP","WGS84","mean sea level","","","",""
"2","Yuma Valley
","ms_long","Longitude","-114.70500","CAP","WGS84","mean sea level","","","",""
"20","Mohave","ms_elev","Elevation","151","CAP","WGS84","mean sea level","","","",""
"20","Mohave","ms_lat","Latitude","34.9672","CAP","WGS84","mean sea level","","","",""
"20","Mohave","ms_long","Longitude","-114.6058","CAP","WGS84","mean sea level","","","",""
"21","Laveen","ms_elev","Elevation","315","CAP","WGS84","mean sea level","","","",""
"21","Laveen","ms_lat","Latitude","33.3764","CAP","WGS84","mean sea level","","","",""
"21","Laveen","ms_long","Longitude","-112.1500","CAP","WGS84","mean sea level","","","",""
"22","Queen Creek   ","ms_elev","Elevation","430","CAP","WGS84","mean sea level","","","",""
"22","Queen Creek   ","ms_lat","Latitude","33.2583","CAP","WGS84","mean sea level","","","",""
"22","Queen Creek   ","ms_long","Longitude","-113.9611","CAP","WGS84","mean sea level","","","",""
"23","Harquahala   ","ms_elev","Elevation","350","CAP","WGS84","mean sea level","","","",""
"23","Harquahala   ","ms_lat","Latitude","33.4833","CAP","WGS84","mean sea level","","","",""
"23","Harquahala   ","ms_long","Longitude","-113.1167","CAP","WGS84","mean sea level","","","",""
"24","Roll   ","ms_elev","Elevation","91","CAP","WGS84","mean sea level","","","",""
"24","Roll   ","ms_lat","Latitude","32.7444","CAP","WGS84","mean sea level","","","",""
"24","Roll   ","ms_long","Longitude","-113.9611","CAP","WGS84","mean sea level","","","",""
"25","Ciudad Obregon","ms_elev","Elevation","50","CAP","WGS84","mean sea level","","","",""
"25","Ciudad Obregon","ms_lat","Latitude","27.367","CAP","WGS84","mean sea level","","","",""
"25","Ciudad Obregon","ms_long","Longitude","-109.8833","CAP","WGS84","mean sea level","","","",""
"26","Buckeye   ","ms_elev","Elevation","304","CAP","WGS84","mean sea level","","","",""
"26","Buckeye   ","ms_lat","Latitude","33.4000","CAP","WGS84","mean sea level","","","",""
"26","Buckeye   ","ms_long","Longitude","-112.6833","CAP","WGS84","mean sea level","","","",""
"27","Desert Ridge","ms_elev","Elevation","518","CAP","WGS84","mean sea level","","","",""
"27","Desert Ridge","ms_lat","Latitude","33.7333","CAP","WGS84","mean sea level","","","",""
"27","Desert Ridge","ms_long","Longitude","-111.9667","CAP","WGS84","mean sea level","","","",""
"28","Mohave 2","ms_elev","Elevation","150","CAP","WGS84","mean sea level","","","",""
"28","Mohave 2","ms_lat","Latitude","34.92778","CAP","WGS84","mean sea level","","","",""
"28","Mohave 2","ms_long","Longitude","-114.5617","CAP","WGS84","mean sea level","","","",""
"29","Mesa","ms_elev","Elevation","366","CAP","WGS84","mean sea level","","","",""
"29","Mesa","ms_lat","Latitude","33.38667","CAP","WGS84","mean sea level","","","",""
"29","Mesa","ms_long","Longitude","-111.86750","CAP","WGS84","mean sea level","","","",""
"3","Yuma Mesa
","ms_elev","Elevation","58","CAP","WGS84","mean sea level","","","",""
"3","Yuma Mesa
","ms_lat","Latitude","32.6119","CAP","WGS84","mean sea level","","","",""
"3","Yuma Mesa
","ms_long","Longitude","-114.6339","CAP","WGS84","mean sea level","","","",""
"30","Flagstaff","ms_elev","Elevation","2056","CAP","WGS84","mean sea level","","","",""
"30","Flagstaff","ms_lat","Latitude","35.20972","CAP","WGS84","mean sea level","","","",""
"30","Flagstaff","ms_long","Longitude","-111.57920","CAP","WGS84","mean sea level","","","",""
"31","Prescott","ms_elev","Elevation","1583","CAP","WGS84","mean sea level","","","",""
"31","Prescott","ms_lat","Latitude","34.59194","CAP","WGS84","mean sea level","","","",""
"31","Prescott","ms_long","Longitude","-112.41970","CAP","WGS84","mean sea level","","","",""
"32","Payson","ms_elev","Elevation","1478","CAP","WGS84","mean sea level","","","",""
"32","Payson","ms_lat","Latitude","34.2325","CAP","WGS84","mean sea level","","","",""
"32","Payson","ms_long","Longitude","-111.3442","CAP","WGS84","mean sea level","","","",""
"33","Bowie","ms_elev","Elevation","1158","CAP","WGS84","mean sea level","","","",""
"33","Bowie","ms_lat","Latitude","32.33000","CAP","WGS84","mean sea level","","","",""
"33","Bowie","ms_long","Longitude","-109.48000","CAP","WGS84","mean sea level","","","",""
"34","Kansas Settlement","ms_elev","Elevation","1280","CAP","WGS84","mean sea level","","","",""
"34","Kansas Settlement","ms_lat","Latitude","32.05000","CAP","WGS84","mean sea level","","","",""
"34","Kansas Settlement","ms_long","Longitude","-109.73000","CAP","WGS84","mean sea level","","","",""
"35","Parker 2","ms_elev","Elevation","94","CAP","WGS84","mean sea level","","","",""
"35","Parker 2","ms_lat","Latitude","33.8828","CAP","WGS84","mean sea level","","","",""
"35","Parker 2","ms_long","Longitude","-114.4478","CAP","WGS84","mean sea level","","","",""
"36","Yuma South","ms_elev","Elevation","30","CAP","WGS84","mean sea level","","","",""
"36","Yuma South","ms_lat","Latitude","32.54690","CAP","WGS84","mean sea level","","","",""
"36","Yuma South","ms_long","Longitude","-114.73640","CAP","WGS84","mean sea level","","","",""
"4","Safford","ms_elev","Elevation","901","CAP","WGS84","mean sea level","","","",""
"4","Safford","ms_lat","Latitude","32.8133","CAP","WGS84","mean sea level","","","",""
"4","Safford","ms_long","Longitude","-109.6783","CAP","WGS84","mean sea level","","","",""
"5","Coolidge","ms_elev","Elevation","422","CAP","WGS84","mean sea level","","","",""
"5","Coolidge","ms_lat","Latitude","32.98","CAP","WGS84","mean sea level","","","",""
"5","Coolidge","ms_long","Longitude","-111.6047","CAP","WGS84","mean sea level","","","",""
"6","Maricopa","ms_elev","Elevation","361","CAP","WGS84","mean sea level","","","",""
"6","Maricopa","ms_lat","Latitude","33.0686","CAP","WGS84","mean sea level","","","",""
"6","Maricopa","ms_long","Longitude","-111.9716","CAP","WGS84","mean sea level","","","",""
"7","Aguila","ms_elev","Elevation","655","CAP","WGS84","mean sea level","","","",""
"7","Aguila","ms_lat","Latitude","33.9466","CAP","WGS84","mean sea level","","","",""
"7","Aguila","ms_long","Longitude","-113.1889","CAP","WGS84","mean sea level","","","",""
"8","Parker","ms_elev","Elevation","94","CAP","WGS84","mean sea level","","","",""
"8","Parker","ms_lat","Latitude","33.8823","CAP","WGS84","mean sea level","","","",""
"8","Parker","ms_long","Longitude","-114.4478","CAP","WGS84","mean sea level","","","",""
"9","Bonita","ms_elev","Elevation","1346","CAP","WGS84","mean sea level","","","",""
"9","Bonita","ms_lat","Latitude","32.4636","CAP","WGS84","mean sea level","","","",""
"9","Bonita","ms_long","Longitude","-109.9294","CAP","WGS84","mean sea level","","","",""
"DBG ","Desert Botanical Garden ","ms_elev","Elevation","","CAP","WGS84","mean sea level","","","",""
"DBG ","Desert Botanical Garden ","ms_lat","Latitude","","CAP","WGS84","mean sea level","","","",""
"DBG ","Desert Botanical Garden ","ms_long","Longitude","","CAP","WGS84","mean sea level","","","",""
"PH ","Presidents House ","ms_elev","Elevation","","CAP","WGS84","mean sea level","","","",""
"PH ","Presidents House ","ms_lat","Latitude","","CAP","WGS84","mean sea level","","","",""
"PH ","Presidents House ","ms_long","Longitude","","CAP","WGS84","mean sea level","","","",""
"TCS ","Community Services Building ","ms_elev","Elevation","","CAP","WGS84","mean sea level","","","",""
"TCS ","Community Services Building ","ms_lat","Latitude","","CAP","WGS84","mean sea level","","","",""
"TCS ","Community Services Building ","ms_long","Longitude","","CAP","WGS84","mean sea level","","","",""
